name,type1,type2,forms,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,type1_alt,type2_alt,type1_alt1,type2_alt1,type1_alt2,type2_alt2,type1_alt3,type2_alt3,type1_alt4,type2_alt4,pokedex_number
Simisage,grass,None,1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,512
Pansear,fire,None,1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,513
Simisear,fire,None,1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,514
Panpour,water,None,1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,515
Simipour,water,None,1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,516
Munna,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,517
Musharna,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,518
Pidove,normal,flying,1,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,519
Tranquill,normal,flying,1,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,520
Unfezant,normal,flying,1,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,521
Blitzle,electric,None,1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,522
Zebstrika,electric,None,1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,523
Roggenrola,rock,None,1,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,None,None,None,None,None,None,None,None,None,None,524
Boldore,rock,None,1,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,None,None,None,None,None,None,None,None,None,None,525
Gigalith,rock,None,1,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,None,None,None,None,None,None,None,None,None,None,526
Woobat,psychic,flying,1,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,527
Swoobat,psychic,flying,1,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,528
Drilbur,ground,None,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,None,None,None,None,None,None,None,None,None,None,529
Excadrill,ground,steel,1,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,None,None,None,None,None,None,None,None,None,None,530
Audino,normal,None,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,531
Timburr,fighting,None,1,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,532
Gurdurr,fighting,None,1,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,533
Conkeldurr,fighting,None,1,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,534
Tympole,water,None,1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,535
Palpitoad,water,ground,1,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,None,None,None,None,None,None,None,None,None,None,536
Seismitoad,water,ground,1,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,None,None,None,None,None,None,None,None,None,None,537
Throh,fighting,None,1,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,538
Sawk,fighting,None,1,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,539
Sewaddle,bug,grass,1,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,540
Swadloon,bug,grass,1,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,541
Leavanny,bug,grass,1,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,542
Venipede,bug,poison,1,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,543
Whirlipede,bug,poison,1,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,544
Scolipede,bug,poison,1,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,545
Cottonee,grass,fairy,1,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,None,None,None,None,None,None,None,None,None,None,546
Whimsicott,grass,fairy,1,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,None,None,None,None,None,None,None,None,None,None,547
Petilil,grass,None,1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,548
Lilligant,grass,None,1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,549
Basculin,water,None,1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,550
Sandile,ground,dark,1,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,None,None,None,None,None,None,None,None,None,None,551
Krokorok,ground,dark,1,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,None,None,None,None,None,None,None,None,None,None,552
Krookodile,ground,dark,1,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,None,None,None,None,None,None,None,None,None,None,553
Darumaka,fire,None,1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,554
Darmanitan,fire,fire,2,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,fire,psychic,None,None,None,None,None,None,None,None,555
Maractus,grass,None,1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,556
Dwebble,bug,rock,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,None,None,None,None,None,None,None,None,None,None,557
Crustle,bug,rock,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,None,None,None,None,None,None,None,None,None,None,558
Scraggy,dark,fighting,1,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,559
Scrafty,dark,fighting,1,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,560
Sigilyph,psychic,flying,1,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,561
Yamask,ghost,None,1,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,562
Cofagrigus,ghost,None,1,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,563
Tirtouga,water,rock,1,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,564
Carracosta,water,rock,1,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,565
Archen,rock,flying,1,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,None,None,None,None,None,None,None,None,None,None,566
Archeops,rock,flying,1,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,None,None,None,None,None,None,None,None,None,None,567
Trubbish,poison,None,1,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,568
Garbodor,poison,None,1,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,569
Zorua,dark,None,1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,570
Zoroark,dark,None,1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,571
Minccino,normal,None,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,572
Cinccino,normal,None,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,573
Gothita,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,574
Gothorita,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,575
Gothitelle,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,576
Solosis,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,577
Duosion,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,578
Reuniclus,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,579
Ducklett,water,flying,1,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,580
Swanna,water,flying,1,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,581
Vanillite,ice,None,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,None,None,None,None,None,None,None,None,None,None,582
Vanillish,ice,None,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,None,None,None,None,None,None,None,None,None,None,583
Vanilluxe,ice,None,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,None,None,None,None,None,None,None,None,None,None,584
Deerling,normal,grass,1,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,585
Sawsbuck,normal,grass,1,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,586
Emolga,electric,flying,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,587
Karrablast,bug,None,1,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,588
Escavalier,bug,steel,1,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,589
Foongus,grass,poison,1,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,590
Amoonguss,grass,poison,1,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,591
Frillish,water,ghost,1,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,592
Jellicent,water,ghost,1,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,593
Alomomola,water,None,1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,None,None,None,None,None,None,None,None,None,None,594
Joltik,bug,electric,1,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,595
Galvantula,bug,electric,1,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,596
Ferroseed,grass,steel,1,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,None,None,None,None,None,None,None,None,None,None,597
Ferrothorn,grass,steel,1,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,None,None,None,None,None,None,None,None,None,None,598
Klink,steel,None,1,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,None,None,None,None,None,None,None,None,None,None,599
Klang,steel,None,1,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,None,None,None,None,None,None,None,None,None,None,600
Klinklang,steel,None,1,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,None,None,None,None,None,None,None,None,None,None,601
Tynamo,electric,None,1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,602
Eelektrik,electric,None,1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,603
Eelektross,electric,None,1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,604
Elgyem,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,605
Beheeyem,psychic,None,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,606
Litwick,ghost,fire,1,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,607
Lampent,ghost,fire,1,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,608
Chandelure,ghost,fire,1,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,609
Axew,dragon,None,1,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,610
Fraxure,dragon,None,1,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,611
Haxorus,dragon,None,1,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,612
Cubchoo,ice,None,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,None,None,None,None,None,None,None,None,None,None,613
Beartic,ice,None,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,None,None,None,None,None,None,None,None,None,None,614
Cryogonal,ice,None,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,None,None,None,None,None,None,None,None,None,None,615
Shelmet,bug,None,1,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,616
Accelgor,bug,None,1,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,617
Stunfisk,ground,electric,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,None,None,None,None,None,None,None,None,None,None,618
Mienfoo,fighting,None,1,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,619
Mienshao,fighting,None,1,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,None,None,None,None,None,None,None,None,None,None,620
Druddigon,dragon,None,1,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,621
Golett,ground,ghost,1,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,None,None,None,None,None,None,None,None,None,None,622
Golurk,ground,ghost,1,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,None,None,None,None,None,None,None,None,None,None,623
Pawniard,dark,steel,1,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,None,None,None,None,None,None,None,None,None,None,624
Bisharp,dark,steel,1,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,None,None,None,None,None,None,None,None,None,None,625
Bouffalant,normal,None,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,626
Rufflet,normal,flying,1,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,627
Braviary,normal,flying,1,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,628
Vullaby,dark,flying,1,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,629
Mandibuzz,dark,flying,1,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,630
Heatmor,fire,None,1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,631
Durant,bug,steel,1,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,None,None,None,None,None,None,None,None,None,None,632
Deino,dark,dragon,1,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,633
Zweilous,dark,dragon,1,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,634
Hydreigon,dark,dragon,1,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,None,None,None,None,None,None,None,None,None,None,635
Larvesta,bug,fire,1,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,636
Volcarona,bug,fire,1,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,None,None,None,None,None,None,None,None,None,None,637
Cobalion,steel,fighting,1,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,None,None,None,None,None,None,None,None,None,None,638
Terrakion,rock,fighting,1,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,None,None,None,None,None,None,None,None,None,None,639
